Item,Tipo,Estado,Norma de Aprobacion,Fecha,Denominacion,Tipo de Archivo,Nombre de Archivo Local,Ruta Relativa,URL Origen
3,Directiva,Vigente,RGG N° D000029-2024-MIDAGRI-SERFOR-GG,2024-12-27,"Directiva de prevención, atención de denuncia, investigación y sanción de actos de hostigamiento sexual en el servicio nacional forestal y de fauna silvestre - SERFOR",Documento / Lineamiento,03_directiva_de_prevencion_atencion_de_denuncia_investigac_documento.pdf,Documentos Normativos OPR/Directiva/Vigente/03_directiva_de_prevencion_atencion_de_denuncia_investigac_documento.pdf,https://cdn.www.gob.pe/uploads/document/file/7440570/6331860-directiva-general-000005-2024-gg.pdf?v=1735655445
4,Directiva,Vigente,RGG N° D000014-2024-MIDAGRI-SERFOR-GG,2024-07-19,"Directiva General N° D000003-2024-MIDAGRI-SERFOR-GG, “Directiva denominada “Implementación de la Gestión por Procesos en el SERFOR",Resolucion,04_directiva_general_n_d000003_2024_midagri_serfor_gg_dire_resolucion.pdf,Documentos Normativos OPR/Directiva/Vigente/04_directiva_general_n_d000003_2024_midagri_serfor_gg_dire_resolucion.pdf,"https://www.serfor.gob.pe/archivos/transparencia/RGG%20N%C2%B0%20D0014-2024-MIDAGRI-SERFOR-GG,%20que%20aprueba%20la%20Directiva%20N%C2%B0%20003-2024-SERFOR-GG%20Implementaci%C3%B3n%20de%20la%20gesti%C3%B3n%20por%20procesos%20en%20el%20SERFOR.pdf"
5,Directiva,Vigente,RGG Nº 0015-2024-SERFOR-GG,2024-08-09,Aprobar la Directiva General N° D000004-2024-MIDAGRI-SERFOR-GG denominada “Directiva para la Gestión de la Ecoeficiencia en el Servicio Nacional Forestal y de Fauna Silvestre – SERFOR”,Resolucion,05_aprobar_la_directiva_general_n_d000004_2024_midagri_ser_resolucion.pdf,Documentos Normativos OPR/Directiva/Vigente/05_aprobar_la_directiva_general_n_d000004_2024_midagri_ser_resolucion.pdf,https://cdn.www.gob.pe/uploads/document/file/6761834/5861551-rgg-000015-2024-gg.pdf?v=1723472339
5,Directiva,Vigente,RGG Nº 0015-2024-SERFOR-GG,2024-08-09,Aprobar la Directiva General N° D000004-2024-MIDAGRI-SERFOR-GG denominada “Directiva para la Gestión de la Ecoeficiencia en el Servicio Nacional Forestal y de Fauna Silvestre – SERFOR”,Documento / Lineamiento,05_aprobar_la_directiva_general_n_d000004_2024_midagri_ser_documento.pdf,Documentos Normativos OPR/Directiva/Vigente/05_aprobar_la_directiva_general_n_d000004_2024_midagri_ser_documento.pdf,https://cdn.www.gob.pe/uploads/document/file/6771113/5867837-directiva-para-la-gestion-de-la-ecoeficiencia-en-el-servicio-nacional-forestal-y-de-fauna-silvestre-serfor.pdf?v=1723582484
6,Directiva,Vigente,RGG N° D00028-2023-MIDAGRI-SERFOR-GG,2023-08-31,Aprobar la Directiva General N° D000004-2023-MIDAGRI-SERFOR-GG denominada “Normas para la Implementación y Funcionamiento del Lactario Institucional en el SERFOR,Resolucion,06_aprobar_la_directiva_general_n_d000004_2023_midagri_ser_resolucion.pdf,Documentos Normativos OPR/Directiva/Vigente/06_aprobar_la_directiva_general_n_d000004_2023_midagri_ser_resolucion.pdf,https://cdn.www.gob.pe/uploads/document/file/5103629/RGG-000028-2023-GG.pdf?v=1694182686
8,Directiva,Vigente,RCE N° D000004-2023-MIDAGRI-SERFOR-PKFW,2023-03-08,"Aprobar la Directiva N°0002-2023-MIDAGRI SERFOR PKFW ""Directiva para la toma de inventario físico de bienes muebles patrimoniales del programa Fomento y Gestión sostenible de la producción forestal en el Perú",Resolucion,08_aprobar_la_directiva_n_0002_2023_midagri_serfor_pkfw_di_resolucion.pdf,Documentos Normativos OPR/Directiva/Vigente/08_aprobar_la_directiva_n_0002_2023_midagri_serfor_pkfw_di_resolucion.pdf,https://cdn.www.gob.pe/uploads/document/file/4689394/RESOLUCION%20DE%20PKFW-2023-0004%5BR%5D%20%281%29%5BF%5D%5BF%5D%5BR%5D.pdf?v=1686854313
8,Directiva,Vigente,RCE N° D000004-2023-MIDAGRI-SERFOR-PKFW,2023-03-08,"Aprobar la Directiva N°0002-2023-MIDAGRI SERFOR PKFW ""Directiva para la toma de inventario físico de bienes muebles patrimoniales del programa Fomento y Gestión sostenible de la producción forestal en el Perú",Documento / Lineamiento,08_aprobar_la_directiva_n_0002_2023_midagri_serfor_pkfw_di_documento.pdf,Documentos Normativos OPR/Directiva/Vigente/08_aprobar_la_directiva_n_0002_2023_midagri_serfor_pkfw_di_documento.pdf,https://cdn.www.gob.pe/uploads/document/file/4689363/DIRECTIVA%200002-2023-PKfW%20RCE%20004-2023%5BR%5D%20%281%29%5BF%5D%5BF%5D%5BR%5D.pdf?v=1686853321
9,Directiva,Vigente,RDE N° D000030-2023-MIDAGRI-SERFOR-DE,2023-02-07,"Aprobar la Directiva General denominada “Directiva para el Registro, Sistematización y Remisión de la Información Forestal y de Fauna Silvestre”.",Resolucion,09_aprobar_la_directiva_general_denominada_directiva_para_resolucion.pdf,Documentos Normativos OPR/Directiva/Vigente/09_aprobar_la_directiva_general_denominada_directiva_para_resolucion.pdf,https://cdn.www.gob.pe/uploads/document/file/4429175/RDE-000030-2023-DE.pdf?v=1681421767
9,Directiva,Vigente,RDE N° D000030-2023-MIDAGRI-SERFOR-DE,2023-02-07,"Aprobar la Directiva General denominada “Directiva para el Registro, Sistematización y Remisión de la Información Forestal y de Fauna Silvestre”.",Documento / Lineamiento,09_aprobar_la_directiva_general_denominada_directiva_para_documento.pdf,Documentos Normativos OPR/Directiva/Vigente/09_aprobar_la_directiva_general_denominada_directiva_para_documento.pdf,https://cdn.www.gob.pe/uploads/document/file/4429176/DIRECTIVA_GENERAL-000001-2023-DE.pdf?v=1681421764
9,Directiva,Vigente,RDE N° D000030-2023-MIDAGRI-SERFOR-DE,2023-02-07,"Aprobar la Directiva General denominada “Directiva para el Registro, Sistematización y Remisión de la Información Forestal y de Fauna Silvestre”.",Anexo,09_aprobar_la_directiva_general_denominada_directiva_para_anexo.pdf,Documentos Normativos OPR/Directiva/Vigente/09_aprobar_la_directiva_general_denominada_directiva_para_anexo.pdf,https://cdn.www.gob.pe/uploads/document/file/4429173/ANEXO_N_01_Listado_de_los_Registros_Forestales_y_de_Fauna_SilvestreF.pdf?v=1681421766
14,Directiva,Vigente,RGG N° D0039-2022-MIDAGRI-SERFOR-GG,2022-11-18,Aprobar la Directiva General Nº D000006-2022-MIDAGRI-SERFOR-GG “Código de Conducta Institucional del Servicio Nacional Forestal y de Fauna Silvestre - SERFOR”.,Resolucion,14_aprobar_la_directiva_general_n_d000006_2022_midagri_ser_resolucion.pdf,Documentos Normativos OPR/Directiva/Vigente/14_aprobar_la_directiva_general_n_d000006_2022_midagri_ser_resolucion.pdf,https://cdn.www.gob.pe/uploads/document/file/3874889/RGG-000039-2022-GG.pdf?v=1669387103
14,Directiva,Vigente,RGG N° D0039-2022-MIDAGRI-SERFOR-GG,2022-11-18,Aprobar la Directiva General Nº D000006-2022-MIDAGRI-SERFOR-GG “Código de Conducta Institucional del Servicio Nacional Forestal y de Fauna Silvestre - SERFOR”.,Documento / Lineamiento,14_aprobar_la_directiva_general_n_d000006_2022_midagri_ser_documento.pdf,Documentos Normativos OPR/Directiva/Vigente/14_aprobar_la_directiva_general_n_d000006_2022_midagri_ser_documento.pdf,https://cdn.www.gob.pe/uploads/document/file/3874906/DIRECTIVA_GENERAL-000006-2022-GG.pdf?v=1669387116
15,Directiva,Vigente,RGG N° D0026-2022-MIDAGRI-SERFOR-GG,2022-09-08,Aprobar la actualización de la Directiva General denominada “Directiva de Gestión Documental del - SERFOR”.,Resolucion,15_aprobar_la_actualizacion_de_la_directiva_general_denomi_resolucion.pdf,Documentos Normativos OPR/Directiva/Vigente/15_aprobar_la_actualizacion_de_la_directiva_general_denomi_resolucion.pdf,https://cdn.www.gob.pe/uploads/document/file/8846704/7300133-rgg-000026-2022-gg.pdf?v=1760724381
15,Directiva,Vigente,RGG N° D0026-2022-MIDAGRI-SERFOR-GG,2022-09-08,Aprobar la actualización de la Directiva General denominada “Directiva de Gestión Documental del - SERFOR”.,Documento / Lineamiento,15_aprobar_la_actualizacion_de_la_directiva_general_denomi_documento.pdf,Documentos Normativos OPR/Directiva/Vigente/15_aprobar_la_actualizacion_de_la_directiva_general_denomi_documento.pdf,https://cdn.www.gob.pe/uploads/document/file/8846705/7300133-directiva-general-000005-2022-gg.pdf?v=1760724382
16,Directiva,Vigente,RGG N° D0021-2022-MIDAGRI-SERFOR-GG,2022-08-23,Aprobar la Directiva General Nº D000004-2022-MIDAGRI-SERFOR-GG “Directiva para la Gestión Editorial del Servicio Nacional Forestal y de Fauna Silvestre – SERFOR”.,Resolucion,16_aprobar_la_directiva_general_n_d000004_2022_midagri_ser_resolucion.pdf,Documentos Normativos OPR/Directiva/Vigente/16_aprobar_la_directiva_general_n_d000004_2022_midagri_ser_resolucion.pdf,https://cdn.www.gob.pe/uploads/document/file/3543286/RGG-000021-2022-GG.pdf?v=1661409924
16,Directiva,Vigente,RGG N° D0021-2022-MIDAGRI-SERFOR-GG,2022-08-23,Aprobar la Directiva General Nº D000004-2022-MIDAGRI-SERFOR-GG “Directiva para la Gestión Editorial del Servicio Nacional Forestal y de Fauna Silvestre – SERFOR”.,Documento / Lineamiento,16_aprobar_la_directiva_general_n_d000004_2022_midagri_ser_documento.pdf,Documentos Normativos OPR/Directiva/Vigente/16_aprobar_la_directiva_general_n_d000004_2022_midagri_ser_documento.pdf,https://cdn.www.gob.pe/uploads/document/file/3543295/DIRECTIVA_GENERAL-000004-2022-GG.pdf?v=1661409931
17,Directiva,Vigente,RGG N° D0019-2022-MIDAGRI-SERFOR-GG,2022-07-12,Aprobar la Directiva denominada “Directiva del Servicio de Soporte Tecnológico de la Información del SERFOR”.,Resolucion,17_aprobar_la_directiva_denominada_directiva_del_servicio_resolucion.pdf,Documentos Normativos OPR/Directiva/Vigente/17_aprobar_la_directiva_denominada_directiva_del_servicio_resolucion.pdf,https://cdn.www.gob.pe/uploads/document/file/3424387/RGG-000019-2022-GG.pdf?v=1658031819
17,Directiva,Vigente,RGG N° D0019-2022-MIDAGRI-SERFOR-GG,2022-07-12,Aprobar la Directiva denominada “Directiva del Servicio de Soporte Tecnológico de la Información del SERFOR”.,Documento / Lineamiento,17_aprobar_la_directiva_denominada_directiva_del_servicio_documento.pdf,Documentos Normativos OPR/Directiva/Vigente/17_aprobar_la_directiva_denominada_directiva_del_servicio_documento.pdf,https://cdn.www.gob.pe/uploads/document/file/3424388/DIRECTIVA_MESA_DE_AYUDA_09-04-2022_Cambios_v1_3FF.pdf?v=1658031821
19,Directiva,Vigente,RGG N° D000039-2022-MIDAGRI-SERFOR.GG,2022-11-18,Directiva General Código de Conducta Institucional del Servicio Nacional Forestal y de Fauna Silvestre – SERFOR,Resolucion,19_directiva_general_codigo_de_conducta_institucional_del_resolucion.pdf,Documentos Normativos OPR/Directiva/Vigente/19_directiva_general_codigo_de_conducta_institucional_del_resolucion.pdf,https://cdn.www.gob.pe/uploads/document/file/3874889/RGG-000039-2022-GG.pdf?v=1669387103
19,Directiva,Vigente,RGG N° D000039-2022-MIDAGRI-SERFOR.GG,2022-11-18,Directiva General Código de Conducta Institucional del Servicio Nacional Forestal y de Fauna Silvestre – SERFOR,Documento / Lineamiento,19_directiva_general_codigo_de_conducta_institucional_del_documento.pdf,Documentos Normativos OPR/Directiva/Vigente/19_directiva_general_codigo_de_conducta_institucional_del_documento.pdf,https://cdn.www.gob.pe/uploads/document/file/3874906/DIRECTIVA_GENERAL-000006-2022-GG.pdf?v=1669387116
